id	fieldname	score	t_begin	t_end	details	dir
2040.34	id2040_gearS34	7.6	4175	4381	Geely-id40-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\40-50_sync.mat
2040.45	id2040_gearS45	7.2	5279	5473	Geely-id40-gearS45	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\40-50_sync.mat
2041.12	id2041_gearS12	7.2	1616	1768	Geely-id41-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\41-51_sync.mat
2041.23	id2041_gearS23	7.6	1782	1956	Geely-id41-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\41-51_sync.mat
2041.34	id2041_gearS34	6.8	2104	2254	Geely-id41-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\41-51_sync.mat
2041.45	id2041_gearS45	7.0	2576	2760	Geely-id41-gearS45	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\41-51_sync.mat
2042.12	id2042_gearS12	7.5	2599	2753	Geely-id42-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\42-52-1_sync.mat
2042.23	id2042_gearS23	7.7	2857	2959	Geely-id42-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\42-52-1_sync.mat
2042.34	id2042_gearS34	7.4	3363	3507	Geely-id42-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\42-52-1_sync.mat
2043.12	id2043_gearS12	7.5	1639	1795	Geely-id43-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\43-53_sync.mat
2043.23	id2043_gearS23	7.8	1951	2101	Geely-id43-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\43-53_sync.mat
2043.34	id2043_gearS34	7.5	2511	2659	Geely-id43-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\43-53_sync.mat
2045.12	id2045_gearS12	7.6	22410	22560	Geely-id45-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\45-35_sync.mat
2045.23	id2045_gearS23	8.3	22560	22760	Geely-id45-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\45-35_sync.mat
2045.34	id2045_gearS34	8.2	229.5	23160	Geely-id45-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\45-35_sync.mat
2046.12	id2046_gearS12	7.9	6979	7127	Geely-id46-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\46-36_sync.mat
2046.23	id2046_gearS23	8.2	7147	7333	Geely-id46-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\46-36_sync.mat
2046.34	id2046_gearS34	8.2	7463	7655	Geely-id46-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\46-36_sync.mat
2046.45	id2046_gearS45	8.2	7959	8159	Geely-id46-gearS45	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\46-36_sync.mat
2047.12	id2047_gearS12	7.1	16950	17110	Geely-id47-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\37-47-1_sync.mat
2047.23	id2047_gearS23	8.3	17200	17360	Geely-id47-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\37-47-1_sync.mat
2047.34	id2047_gearS34	7.5	17530	17690	Geely-id47-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\37-47-1_sync.mat
2048.12	id2048_gearS12	8.0	11590	11740	Geely-id48-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\38-48_sync.mat
2048.23	id2048_gearS23	7.9	11820	11980	Geely-id48-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\38-48_sync.mat
2048.34	id2048_gearS34	7.8	12210	12360	Geely-id48-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\38-48_sync.mat
2050.12	id2050_gearS12	7.5	11590	11740	Geely-id50-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\40-50_sync.mat
2050.23	id2050_gearS23	8.0	11820	11980	Geely-id50-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\40-50_sync.mat	
2050.34	id2050_gearS34	8.0	12210	12360	Geely-id50-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\40-50_sync.mat
2051.12	id2051_gearS12	7.6	8452	8600	Geely-id51-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\41-51_sync.mat
2051.23	id2051_gearS23	8.3	8602	8788	Geely-id51-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\41-51_sync.mat	
2051.34	id2051_gearS34	7.9	8822	8999	Geely-id51-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\41-51_sync.mat
2052.12	id2052_gearS12	7.3	9821	9921	Geely-id52-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\42-52-1_sync.mat
2052.23	id2052_gearS23	7.7	10100	10240	Geely-id52-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\42-52-1_sync.mat	
2052.34	id2052_gearS34	7.0	10570	10720	Geely-id52-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\42-52-1_sync.mat
2053.12	id2053_gearS12	7.4	8981	9139	Geely-id53-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\43-53_sync.mat
2053.23	id2053_gearS23	8.1	9285	9433	Geely-id53-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\43-53_sync.mat	
2053.34	id2053_gearS34	8.3	9771	9951	Geely-id53-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_29.08.18_dry\Syncdaten\43-53_sync.mat
2066.43	id2066_gearS43	7.8	6359	6669	Geely-id66-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\66_sync.mat
2066.32	id2066_gearS32	7.8	6905	7150	Geely-id66-gearS32	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\66_sync.mat
2067.43	id2067_gearS43	8.4	1769	1933	Geely-id67-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\67_sync.mat
2067.32	id2067_gearS32	8.2	1933	2145	Geely-id67-gearS32	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\67_sync.mat
2069.43	id2069_gearS43	6.5	6346	6464	Geely-id69-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\69-76_sync.mat
2069.32	id2069_gearS32	6.5	6484	6878	Geely-id69-gearS32	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\69-76_sync.mat
2070.54	id2070_gearS54	8.6	14020	14120	Geely-id70-gearS54	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\70-77_sync.mat
2070.43	id2070_gearS43	7.1	14130	14290	Geely-id70-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\70-77_sync.mat
2070.32	id2070_gearS32	6.0	14300	14450	Geely-id70-gearS32	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\70-77_sync.mat
2072.65	id2072_gearS65	8.4	15630	15790	Geely-id72-gearS65	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\72-79_sync.mat
2072.54	id2072_gearS54	8.6	15800	15970	Geely-id72-gearS54	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\72-79_sync.mat
2072.43	id2072_gearS43	6.8	15980	16200	Geely-id72-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\72-79_sync.mat
2072.32	id2072_gearS32	8.9	16210	16420	Geely-id72-gearS32	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\72-79_sync.mat
2073.65	id2073_gearS65	8.8	10690	10830	Geely-id73-gearS65	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\73-80_sync.mat
2073.54	id2073_gearS54	8.6	10840	10960	Geely-id73-gearS54	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\73-80_sync.mat
2073.43	id2073_gearS43	6.5	10970	11120	Geely-id73-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\73-80_sync.mat
2073.32	id2073_gearS32	7.7	11130	11250	Geely-id73-gearS32	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\73-80_sync.mat
2075.65	id2075_gearS65	8.6	15280	15370	Geely-id75-gearS65	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\68-75_sync.mat
2075.54	id2075_gearS54	8.6	15380	15510	Geely-id75-gearS54	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\68-75_sync.mat
2075.43	id2075_gearS43	7.9	15520	15660	Geely-id75-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\68-75_sync.mat
2075.32	id2075_gearS32	6.6	15670	15800	Geely-id75-gearS32	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\68-75_sync.mat
2076.65	id2076_gearS65	6.8	11220	11360	Geely-id76-gearS65	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\69-76_sync.mat
2076.54	id2076_gearS54	8.3	11380	11550	Geely-id76-gearS54	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\69-76_sync.mat
2076.43	id2076_gearS43	6.4	11560	11700	Geely-id76-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\69-76_sync.mat
2077.56	id2077_gearS56	8.1	5079	5247	Geely-id77-gearS56	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\70-77_sync.mat
2078.76	id2078_gearS76	8.8	10960	11050	Geely-id78-gearS76	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\71-78_sync.mat
2078.65	id2078_gearS65	8.6	11050	11110	Geely-id78-gearS65	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\71-78_sync.mat
2078.54	id2078_gearS54	9.1	11110	11300	Geely-id78-gearS54	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\71-78_sync.mat
2078.43	id2078_gearS43	6.3	11300	11330	Geely-id78-gearS43	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\71-78_sync.mat
2078.32	id2078_gearS32	7.6	11330	11530	Geely-id78-gearS32	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\71-78_sync.mat
2079.54	id2079_gearS54	7.6	20930	21210	Geely-id79-gearS54	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_10.08.18_dry\Syncdaten\72-79_sync.mat
20143.12	id20143_gearS12	8.2	3609	3803	Geely-id143-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\143_sync.mat
20143.23	id20143_gearS23	8.1	4031	4279	Geely-id143-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\143_sync.mat
20143.34	id20143_gearS34	8.1	4663	4907	Geely-id143-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\143_sync.mat
20143.45	id20143_gearS45	8.4	6203	6457	Geely-id143-gearS45	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\143_sync.mat
20144.12	id20144_gearS12	8.3	10460	10600	Geely-id144-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\144_sync.mat
20144.23	id20144_gearS23	8.1	10620	10830	Geely-id144-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\144_sync.mat
20144.34	id20144_gearS34	8.6	10920	11120	Geely-id144-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\144_sync.mat
20144.45	id20144_gearS45	8.3	11370	11580	Geely-id144-gearS45	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\144_sync.mat
20144.56	id20144_gearS56	8.2	11980	12160	Geely-id144-gearS56	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\144_sync.mat
20144.67	id20144_gearS67	7.5	13580	13760	Geely-id144-gearS67	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\144_sync.mat
20149.12	id20149_gearS12	8.0	5129	5313	Geely-id149-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\149-150_sync.mat
20149.23	id20149_gearS23	8.0	5541	5769	Geely-id149-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\149-150_sync.mat
20149.34	id20149_gearS34	7.8	6311	6473	Geely-id149-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\149-150_sync.mat
20150.12	id20150_gearS12	7.7	9587	9730	Geely-id150-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\149-150_sync.mat
20150.23	id20150_gearS23	7.6	9737	9947	Geely-id150-gearS23	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\149-150_sync.mat
20150.34	id20150_gearS34	7.7	10070	10260	Geely-id150-gearS34	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\149-150_sync.mat
20150.45	id20150_gearS12	7.5	10870	11060	Geely-id150-gearS12	D:\MA\Daten\Messdaten\Messdaten_Geely\Messdaten_16.05.18_dry_wet\Syncdaten\149-150_sync.mat
